F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,Y
18,K3,298860,R16,8,Q1,P3,M4,caucasian,Male,0,0,20,USA,0
22,K3,51362,R1,13,Q1,P6,M1,caucasian,Female,0,0,16,USA,0
36,K3,199947,R6,10,Q3,P10,M4,caucasian,Female,0,0,30,USA,0
59,K2,32552,R2,9,Q2,P8,M2,caucasian,Male,0,0,48,USA,0
33,K3,183845,R2,9,Q2,P5,M3,caucasian,Female,0,0,38,El-Salvador,0
33,K3,181091,R13,6,Q3,P7,M1,caucasian,Male,0,0,35,England,0
53,K6,135643,R1,13,Q2,P1,M3,asian,Female,0,0,50,South,0
44,K1,96249,R6,10,Q2,P2,M2,caucasian,Male,3411,0,40,USA,0
55,K3,181220,R2,9,Q2,P2,M2,caucasian,Male,0,0,50,USA,0
56,K3,133025,R2,9,Q2,P8,M2,caucasian,Male,0,0,50,USA,0
54,K2,124865,R6,10,Q3,P6,M1,caucasian,Female,0,0,35,USA,0
51,K3,45599,R2,9,Q3,P4,M1,caucasian,Male,0,0,40,USA,0
31,K3,194293,R6,10,Q1,P1,M1,caucasian,Female,2463,0,38,USA,0
43,K3,102180,R4,14,Q2,P2,M2,caucasian,Male,0,0,50,USA,1
44,K3,121130,R2,9,Q3,P5,M5,caucasian,Female,0,0,40,USA,0
22,K3,138768,R6,10,Q1,P2,M4,caucasian,Male,0,0,50,USA,0
43,K1,98989,R2,9,Q2,P5,M2,american,Male,0,0,40,USA,0
26,K1,126327,R7,12,Q1,P1,M5,black,Female,0,0,40,USA,0
30,K3,113364,R1,13,Q1,P6,M4,caucasian,Male,0,0,18,USA,0
30,K3,326199,R5,5,Q2,P7,M2,caucasian,Male,2580,0,40,USA,0
46,K3,376789,R2,9,Q1,P5,M1,caucasian,Male,0,0,15,USA,0
27,K3,137063,R1,13,Q2,P6,M2,caucasian,Male,0,0,50,USA,0
26,K3,279145,R2,9,Q2,P7,M2,caucasian,Male,0,0,50,USA,0
36,K3,178815,R1,13,Q1,P2,M1,caucasian,Male,8614,0,40,USA,1
25,K2,245369,R2,9,Q5,P7,M4,caucasian,Male,0,0,35,USA,0
30,K4,49593,R11,15,Q1,P4,M1,black,Female,0,0,40,USA,0
46,K1,238648,R2,9,Q2,P5,M2,black,Male,7298,0,40,USA,1
47,K3,166181,R6,10,Q2,P1,M3,black,Female,0,0,48,USA,1
66,K6,249043,R1,13,Q2,P6,M2,caucasian,Male,5556,0,26,USA,1
43,K3,156403,R13,6,Q2,P3,M2,caucasian,Male,0,0,40,USA,0
71,,128529,R2,9,Q7,,M1,caucasian,Female,0,0,20,USA,0
36,K4,186934,R1,13,Q2,P1,M2,caucasian,Male,0,1848,55,USA,1
46,,148489,R2,9,Q4,,M1,asian,Male,0,0,40,Philippines,0
44,K5,387770,R6,10,Q7,P1,M5,caucasian,Female,0,0,15,USA,0
42,K3,115511,R10,16,Q2,P4,M2,caucasian,Male,0,0,50,USA,0
39,K3,201410,R1,13,Q2,P8,M2,caucasian,Male,0,1977,45,Philippines,1
36,K3,220585,R7,12,Q2,P2,M2,caucasian,Male,0,0,50,USA,1
60,K2,282066,R1,13,Q2,P2,M2,caucasian,Male,0,1977,45,USA,1
37,K3,280966,R6,10,Q2,P10,M2,caucasian,Male,0,0,50,USA,1
26,K3,291586,R1,13,Q1,P8,M4,caucasian,Male,0,0,20,USA,0
24,K3,142227,R1,13,Q1,P1,M1,caucasian,Female,0,0,30,USA,0
17,,104025,R3,7,Q1,,M4,caucasian,Male,0,0,18,USA,0
45,K5,148254,R4,14,Q3,P4,M1,caucasian,Female,0,0,35,USA,0
54,K3,170562,R6,10,Q2,P2,M2,caucasian,Male,0,0,48,USA,1
22,K3,222490,R6,10,Q1,P6,M4,caucasian,Female,0,0,30,USA,0
63,K5,57674,R4,14,Q2,P4,M2,caucasian,Male,0,0,48,USA,0
22,K3,233624,R2,9,Q2,P7,M2,caucasian,Male,0,0,43,USA,0
27,K3,42734,R6,10,Q1,P5,M1,caucasian,Male,0,0,25,USA,0
33,K3,233107,R5,5,Q2,P7,M2,caucasian,Male,0,0,33,Mexico,0
64,K3,143110,R1,13,Q7,P4,M1,caucasian,Female,0,0,30,USA,0
50,K3,195844,R7,12,Q2,P2,M2,caucasian,Male,0,0,50,USA,1
44,K2,115896,R8,11,Q7,P4,M5,caucasian,Female,0,0,40,USA,0
31,K3,303851,R2,9,Q2,P8,M2,caucasian,Male,0,0,50,USA,0
44,K3,172475,R2,9,Q3,P1,M1,asian,Female,0,0,40,Vietnam,0
53,K2,30008,R13,6,Q2,P9,M2,caucasian,Male,0,0,35,USA,0
33,K5,147921,R2,9,Q7,P5,M5,caucasian,Female,0,0,40,USA,0
34,K4,172716,R16,8,Q2,P13,M2,caucasian,Male,0,0,40,USA,0
27,K3,155057,R2,9,Q1,P8,M1,caucasian,Male,0,0,70,USA,0
43,,152569,R8,11,Q7,,M1,caucasian,Female,0,2339,36,USA,0
80,K2,132728,R2,9,Q1,P2,M1,caucasian,Male,0,0,20,USA,0
31,K3,195136,R7,12,Q3,P5,M1,caucasian,Female,0,0,32,USA,0
40,K3,377322,R2,9,Q2,P7,M2,black,Male,0,0,40,USA,1
53,K5,293941,R1,13,Q2,P4,M2,caucasian,Male,0,0,40,USA,0
58,K3,182123,R2,9,Q2,P10,M2,caucasian,Male,0,0,44,USA,0
38,K3,32528,R6,10,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
33,K3,140206,R11,15,Q2,P4,M2,caucasian,Male,0,0,40,USA,1
48,K5,378221,R1,13,Q2,P2,M2,caucasian,Male,0,0,60,Mexico,1
23,K3,211601,R6,10,Q2,P2,M3,black,Female,0,0,40,USA,0
31,K2,119411,R2,9,Q1,P7,M4,caucasian,Male,0,0,50,USA,0
52,K2,240013,R4,14,Q2,P6,M2,caucasian,Male,0,0,70,USA,0
24,K3,95552,R2,9,Q1,P11,M4,caucasian,Male,0,0,40,USA,0
45,K2,183710,R5,5,Q2,P9,M2,caucasian,Male,0,0,40,USA,0
36,K3,189382,R2,9,Q2,P1,M3,caucasian,Female,0,0,40,USA,1
52,K3,380633,R12,3,Q7,P5,M5,caucasian,Female,0,0,40,Mexico,0
54,K3,53407,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
39,K3,150480,R11,15,Q2,P4,M2,caucasian,Male,0,0,55,USA,1
40,K3,175674,R1,13,Q2,P6,M2,caucasian,Male,0,0,50,USA,1
28,K3,375313,R2,9,Q1,P11,M1,asian,Male,0,0,50,USA,0
21,,278391,R6,10,Q1,,M4,caucasian,Male,0,0,16,USA,0
23,K3,212888,R6,10,Q1,P1,M1,caucasian,Female,0,0,40,USA,0
36,K6,487085,R9,4,Q1,P7,M5,black,Male,0,0,40,USA,0
22,K3,174461,R6,10,Q1,P1,M4,caucasian,Female,0,0,15,USA,0
55,K5,133201,R4,14,Q2,P2,M2,caucasian,Male,0,0,50,USA,0
71,K3,77253,R2,9,Q1,P3,M1,caucasian,Male,0,0,17,USA,0
47,K3,141511,R10,16,Q2,P4,M2,caucasian,Male,0,0,60,USA,1
17,K6,181608,R13,6,Q1,P6,M4,caucasian,Male,0,0,12,USA,0
31,K3,127610,R1,13,Q2,P2,M3,caucasian,Female,0,0,50,USA,1
32,K3,154571,R6,10,Q1,P5,M6,asian,Male,0,0,40,,0
46,K3,33842,R6,10,Q2,P8,M2,caucasian,Male,3103,0,40,USA,1
27,K3,150080,R1,13,Q1,P2,M4,caucasian,Female,0,0,40,USA,0
39,K4,30916,R6,10,Q2,P2,M2,caucasian,Male,0,1902,50,USA,1
40,K3,151294,R2,9,Q3,P3,M1,caucasian,Female,0,0,48,USA,0
30,K3,48829,R2,9,Q1,P6,M1,caucasian,Female,0,1602,30,USA,0
17,K3,193769,R5,5,Q1,P5,M5,caucasian,Male,0,0,20,USA,0
33,K3,277455,R4,14,Q1,P4,M1,caucasian,Male,0,0,40,USA,0
72,K3,225780,R10,16,Q1,P4,M1,caucasian,Male,0,0,30,USA,0
34,K4,436341,R6,10,Q6,P1,M3,caucasian,Female,0,0,40,USA,1
65,K3,255386,R2,9,Q1,P7,M6,asian,Male,0,0,40,Cambodia,0
36,K3,174938,R1,13,Q2,P4,M2,caucasian,Male,0,1887,50,USA,1
32,K3,174789,R2,9,Q1,P10,M5,caucasian,Male,0,0,40,USA,0
26,K3,245628,R6,10,Q1,P1,M6,caucasian,Male,0,0,40,Mexico,0
22,K3,228752,R2,9,Q1,P3,M1,caucasian,Male,0,0,40,USA,0
47,K3,354148,R11,15,Q2,P4,M2,caucasian,Male,99999,0,48,USA,1
31,K3,192900,R6,10,Q1,P5,M1,caucasian,Male,0,0,40,USA,0
28,K2,190391,R1,13,Q1,P6,M1,caucasian,Male,0,0,50,USA,0
38,K3,353263,R4,14,Q1,P1,M1,caucasian,Female,0,0,50,Italy,1
34,K3,113198,R7,12,Q2,P1,M2,caucasian,Male,0,0,28,USA,0
44,K3,207578,R1,13,Q2,P4,M2,caucasian,Male,0,0,35,USA,1
27,K3,93206,R6,10,Q1,P3,M4,asian,Male,0,0,40,USA,0
50,K5,163998,R1,13,Q2,P12,M2,caucasian,Male,0,0,44,USA,1
47,K3,111961,R2,9,Q2,P5,M3,black,Female,0,0,30,USA,0
20,K3,219122,R6,10,Q1,P5,M1,caucasian,Male,0,0,40,USA,0
24,K3,111445,R2,9,Q1,P6,M1,caucasian,Male,0,0,38,USA,0
29,K4,309778,R6,10,Q2,P11,M2,caucasian,Male,0,0,40,USA,1
37,K5,223020,R8,11,Q1,P5,M5,black,Female,0,0,32,USA,0
42,K3,303155,R7,12,Q3,P1,M1,caucasian,Male,0,0,40,USA,0
20,,41035,R6,10,Q1,,M4,caucasian,Male,0,0,20,USA,0
68,K3,159191,R6,10,Q1,P1,M1,caucasian,Female,0,0,40,USA,0
22,K5,244408,R6,10,Q1,P1,M1,asian,Female,0,0,40,Vietnam,0
72,K2,473748,R2,9,Q2,P6,M2,caucasian,Male,0,0,30,USA,0
45,K4,71823,R6,10,Q2,P1,M2,black,Male,0,0,20,USA,0
30,K5,83066,R2,9,Q2,P5,M2,black,Male,0,0,40,USA,0
33,K3,150154,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
43,K3,190786,R2,9,Q2,P5,M2,caucasian,Male,0,0,40,USA,1
56,K3,178033,R6,10,Q7,P2,M1,caucasian,Male,4416,0,60,USA,0
25,K2,159909,R8,11,Q2,P9,M2,caucasian,Male,0,0,40,USA,0
41,K3,190885,R2,9,Q3,P14,M1,caucasian,Female,0,0,40,Guatemala,0
25,K3,243786,R1,13,Q1,P5,M1,caucasian,Female,0,0,37,USA,0
31,K1,124020,R7,12,Q2,P11,M2,caucasian,Male,0,0,40,USA,1
36,K3,159016,R2,9,Q2,P10,M2,caucasian,Male,0,0,38,USA,0
37,K3,183800,R1,13,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
58,K2,193434,R2,9,Q2,P7,M2,caucasian,Male,0,0,20,USA,0
26,K3,245029,R1,13,Q1,P1,M1,black,Female,0,0,40,USA,0
55,K3,98746,R6,10,Q2,P11,M2,caucasian,Male,0,0,50,Canada,1
46,K4,140664,R6,10,Q2,P2,M2,caucasian,Male,0,0,48,USA,1
44,K3,344920,R1,13,Q1,P1,M1,caucasian,Female,0,1617,20,USA,0
44,K3,169980,R3,7,Q2,P5,M2,black,Male,0,0,60,USA,0
28,K1,155397,R1,13,Q1,P2,M1,caucasian,Male,0,0,55,USA,0
42,K3,245317,R13,6,Q2,P8,M2,caucasian,Male,0,0,50,USA,0
41,K3,74182,R2,9,Q3,P7,M1,caucasian,Male,0,0,40,USA,0
39,K3,280570,R1,13,Q2,P2,M2,caucasian,Male,0,0,45,USA,0
64,K2,30664,R8,11,Q2,P9,M2,caucasian,Male,0,0,30,USA,0
20,K3,109952,R6,10,Q1,P3,M4,caucasian,Male,0,0,25,USA,0
45,K5,192793,R6,10,Q2,P12,M2,caucasian,Male,0,0,40,USA,1
31,K3,243442,R2,9,Q2,P1,M2,caucasian,Male,0,0,50,USA,0
36,K4,106297,R4,14,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
32,K3,328060,R5,5,Q5,P5,M5,other,Female,0,0,40,Mexico,0
33,K2,48702,R8,11,Q2,P9,M2,caucasian,Male,0,0,65,USA,0
51,K2,111283,R2,9,Q3,P2,M1,caucasian,Female,99999,0,35,USA,1
36,K3,484024,R2,9,Q3,P10,M5,caucasian,Male,0,0,40,USA,0
40,K3,208470,R2,9,Q1,P7,M1,caucasian,Male,0,0,40,USA,0
44,K3,172032,R8,11,Q2,P1,M2,caucasian,Male,7298,0,51,USA,1
40,K3,29927,R2,9,Q3,P1,M5,caucasian,Female,0,0,45,England,0
46,K3,98012,R8,11,Q3,P1,M1,caucasian,Female,0,0,40,USA,0
31,K2,108468,R11,15,Q2,P4,M2,caucasian,Male,0,0,60,USA,1
30,K3,207301,R2,9,Q1,P6,M1,caucasian,Female,0,1980,40,USA,0
26,K3,168403,R2,9,Q2,P3,M2,caucasian,Male,0,0,40,USA,0
25,K3,66935,R1,13,Q1,P5,M6,caucasian,Male,0,0,40,USA,0
35,K2,42044,R7,12,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
29,K3,184806,R11,15,Q1,P4,M6,caucasian,Male,0,0,50,USA,0
39,K3,1455435,R7,12,Q5,P7,M1,caucasian,Male,0,0,40,USA,0
44,K2,445382,R6,10,Q3,P5,M5,caucasian,Male,0,0,40,USA,0
37,K3,278576,R2,9,Q2,P10,M2,caucasian,Male,0,0,60,USA,1
79,K2,84979,R8,11,Q2,P6,M2,caucasian,Male,0,0,20,USA,1
36,K3,659504,R1,13,Q2,P2,M2,black,Male,0,0,45,USA,1
44,K3,136986,R6,10,Q2,P7,M2,caucasian,Male,0,0,60,USA,1
23,K3,278107,R2,9,Q2,P10,M2,caucasian,Male,0,1573,30,USA,0
27,K3,96219,R1,13,Q1,P1,M1,caucasian,Female,0,0,45,USA,0
46,K2,131091,R1,13,Q2,P6,M2,caucasian,Male,0,1902,40,USA,1
58,K3,205410,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
36,K3,416745,R7,12,Q3,P2,M1,caucasian,Male,0,0,48,USA,0
36,K3,180667,R2,9,Q2,P7,M2,caucasian,Male,0,1887,60,USA,1
21,K3,72119,R6,10,Q1,P1,M1,caucasian,Male,0,0,45,USA,0
41,K1,108945,R2,9,Q1,P8,M1,caucasian,Female,14344,0,40,USA,1
49,K4,195949,R2,9,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
34,K3,101345,R1,13,Q2,P6,M3,caucasian,Female,0,0,40,USA,1
29,K3,439263,R2,9,Q2,P12,M2,caucasian,Male,0,0,35,Peru,0
63,K3,213095,R1,13,Q2,P2,M2,caucasian,Male,0,0,50,USA,1
29,K4,59932,R1,13,Q1,P4,M1,caucasian,Female,0,0,40,USA,0
65,K3,172815,R6,10,Q2,P9,M2,caucasian,Male,0,0,40,USA,0
26,K3,40915,R1,13,Q1,P5,M1,caucasian,Female,0,0,25,USA,0
42,K3,139012,R10,16,Q2,P4,M2,asian,Male,0,0,40,Taiwan,1
44,K3,121781,R6,10,Q3,P1,M1,asian,Female,0,0,37,USA,0
51,,130667,R2,9,Q5,,M1,black,Male,0,0,6,USA,0
41,K2,147110,R2,9,Q2,P10,M2,caucasian,Male,0,0,25,USA,0
22,K5,237811,R7,12,Q1,P1,M4,black,Female,0,0,35,Haiti,0
36,,128640,R6,10,Q2,,M3,caucasian,Female,0,0,25,USA,0
18,K3,111476,R3,7,Q1,P3,M4,caucasian,Male,0,0,40,USA,0
33,K5,289716,R13,6,Q2,P8,M2,caucasian,Male,0,0,40,USA,0
46,K5,141944,R1,13,Q2,P4,M2,caucasian,Male,0,0,38,USA,1
49,K3,323773,R3,7,Q2,P14,M6,caucasian,Female,0,0,40,USA,0
41,K1,176663,R2,9,Q2,P1,M3,caucasian,Female,0,0,40,USA,0
52,K3,155233,R6,10,Q3,P1,M5,caucasian,Female,0,0,40,USA,0
40,K3,143327,R6,10,Q5,P3,M1,caucasian,Male,0,0,40,USA,0
53,K4,177212,R6,10,Q1,P4,M5,caucasian,Female,0,0,40,USA,0
45,K2,123088,R2,9,Q2,P7,M2,caucasian,Male,0,0,50,USA,0
30,K5,47085,R13,6,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
56,K3,102106,R2,9,Q2,P3,M2,caucasian,Male,0,0,40,USA,0
24,K3,235894,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
71,K2,172046,R9,4,Q2,P9,M2,caucasian,Male,0,0,50,USA,0
20,K2,197207,R2,9,Q3,P6,M1,caucasian,Female,0,0,30,USA,0
26,K3,152452,R1,13,Q2,P11,M2,caucasian,Male,0,0,50,USA,0
34,K3,172928,R2,9,Q2,P6,M2,caucasian,Male,0,0,65,USA,0
36,,214896,R5,5,Q3,,M5,caucasian,Female,0,0,40,Mexico,0
49,K3,116338,R2,9,Q5,P4,M5,caucasian,Female,0,653,60,USA,0
48,K3,276664,R10,16,Q2,P4,M2,caucasian,Male,0,1902,50,USA,1
22,K3,59924,R2,9,Q1,P5,M4,caucasian,Female,0,0,40,USA,0
30,K3,194141,R6,10,Q3,P10,M1,caucasian,Male,0,1617,40,USA,0
51,K3,95128,R2,9,Q3,P7,M1,caucasian,Male,0,0,40,USA,0
46,K3,292504,R6,10,Q4,P6,M5,caucasian,Female,0,0,40,USA,0
32,K6,45796,R2,9,Q2,P2,M2,caucasian,Male,0,0,45,USA,0
42,K3,119359,R11,15,Q2,P6,M3,american,Female,15024,0,40,South,1
52,K1,104280,R6,10,Q2,P11,M2,caucasian,Male,0,0,50,USA,0
57,K3,172291,R2,9,Q3,P1,M6,black,Female,0,0,40,USA,0
35,K3,180988,R6,10,Q3,P1,M5,caucasian,Female,0,0,39,USA,0
52,K3,110748,R4,14,Q2,P4,M2,caucasian,Male,0,0,50,USA,1
59,,556688,R5,5,Q3,,M1,caucasian,Female,0,0,12,USA,0
36,K3,22494,R6,10,Q3,P2,M5,caucasian,Female,0,0,40,USA,0
33,K3,267859,R6,10,Q2,P2,M2,caucasian,Male,0,0,40,Cuba,1
67,K5,256821,R2,9,Q3,P12,M1,black,Male,0,0,20,USA,0
31,K2,117346,R6,10,Q2,P6,M2,caucasian,Male,0,0,48,USA,0
31,K3,62374,R2,9,Q2,P4,M2,caucasian,Male,0,0,50,USA,0
28,K3,314659,R6,10,Q1,P10,M1,caucasian,Male,0,0,42,USA,0
72,,114761,R9,4,Q7,,M5,caucasian,Female,0,0,20,USA,0
36,K3,93225,R2,9,Q3,P7,M1,caucasian,Male,0,0,40,USA,0
58,K2,165315,R2,9,Q2,P6,M2,caucasian,Male,0,0,35,USA,1
56,K3,124771,R2,9,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
35,K3,27408,R6,10,Q1,P6,M1,caucasian,Male,0,0,40,USA,0
37,K3,198841,R8,11,Q2,P7,M2,caucasian,Male,0,0,40,USA,1
44,K3,271792,R1,13,Q4,P2,M5,caucasian,Female,0,0,40,USA,0
26,K3,64289,R2,9,Q1,P9,M4,caucasian,Male,0,0,40,USA,0
51,K3,183390,R2,9,Q2,P8,M2,caucasian,Male,0,0,40,USA,0
31,K3,240771,R6,10,Q2,P7,M2,caucasian,Male,4386,0,50,USA,1
30,K3,234919,R6,10,Q1,P6,M4,caucasian,Female,0,0,40,El-Salvador,0
20,K3,88231,R6,10,Q1,P1,M1,caucasian,Female,0,0,40,USA,0
21,K3,154422,R6,10,Q1,P1,M4,asian,Female,0,0,40,USA,0
37,K3,119098,R1,13,Q2,P4,M2,caucasian,Male,0,0,50,USA,1
53,K1,151580,R8,11,Q2,P4,M2,caucasian,Male,4386,0,40,USA,1
54,K3,118793,R2,9,Q2,P1,M2,caucasian,Male,0,0,45,USA,0
32,,30499,R1,13,Q3,,M5,caucasian,Female,0,0,32,USA,0
34,,166545,R6,10,Q2,,M3,caucasian,Female,7688,0,6,USA,1
30,K3,271710,R1,13,Q2,P6,M2,caucasian,Male,7298,0,50,USA,1
43,K1,308498,R2,9,Q4,P2,M5,caucasian,Female,0,0,40,USA,0
48,K3,172695,R8,11,Q3,P5,M4,caucasian,Female,0,0,40,USA,0
42,K2,29962,R1,13,Q2,P6,M2,caucasian,Male,0,0,48,USA,0
62,K3,200332,R2,9,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
31,K3,291702,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
22,K3,67234,R2,9,Q1,P6,M1,caucasian,Male,0,0,60,USA,0
45,K3,168038,R1,13,Q2,P2,M2,caucasian,Male,0,0,32,USA,0
34,K3,137814,R6,10,Q5,P6,M1,caucasian,Male,0,0,45,USA,0
64,K3,126233,R2,9,Q2,P2,M2,caucasian,Male,0,0,20,USA,0
42,K2,79036,R1,13,Q2,P9,M2,caucasian,Male,0,0,65,USA,0
60,K2,327474,R2,9,Q2,P6,M2,caucasian,Male,0,0,70,USA,0
44,K3,145160,R2,9,Q1,P7,M6,caucasian,Male,0,0,58,USA,0
67,,37092,R9,4,Q2,,M2,caucasian,Male,0,0,4,USA,0
45,K3,129387,R7,12,Q3,P11,M5,caucasian,Female,0,0,40,,0
53,K2,33304,R11,15,Q2,P4,M2,caucasian,Male,0,0,38,USA,1
37,K3,359001,R8,11,Q2,P8,M2,caucasian,Male,15024,0,50,USA,1
32,,143162,R13,6,Q2,,M3,caucasian,Female,0,0,40,USA,0
23,K3,133515,R2,9,Q1,P5,M1,caucasian,Female,0,0,35,USA,0
28,K3,168901,R1,13,Q2,P4,M2,asian,Male,0,0,40,Taiwan,0
55,K3,750972,R9,4,Q2,P7,M2,caucasian,Male,0,0,41,USA,0
58,K3,142924,R4,14,Q1,P1,M1,caucasian,Female,0,0,24,USA,1
74,K6,228075,R6,10,Q2,P2,M2,caucasian,Male,20051,0,25,USA,1
27,K3,91189,R2,9,Q1,P1,M4,caucasian,Male,0,0,40,USA,0
37,K3,290609,R2,9,Q3,P1,M5,black,Female,0,0,40,USA,0
22,,31102,R6,10,Q1,,M4,asian,Female,0,0,4,South,0
44,K2,216921,R13,6,Q2,P5,M2,caucasian,Male,0,0,70,USA,0
23,K3,120046,R7,12,Q1,P1,M4,caucasian,Male,0,0,40,USA,0
41,K3,324629,R1,13,Q2,P2,M2,caucasian,Male,0,0,40,Yugoslavia,0
45,K3,81132,R6,10,Q2,P11,M2,asian,Male,0,0,55,USA,1
29,K3,160279,R2,9,Q3,P10,M5,caucasian,Male,0,0,40,USA,0
33,K3,229732,R1,13,Q1,P6,M1,caucasian,Male,0,0,45,USA,1
61,K5,144723,R4,14,Q2,P2,M2,caucasian,Male,7298,0,60,USA,1
29,K3,148431,R7,12,Q2,P6,M3,other,Female,7688,0,45,USA,1
22,K3,160398,R6,10,Q1,P6,M6,caucasian,Male,0,0,38,USA,0
28,K3,129460,R5,5,Q1,P7,M1,caucasian,Male,0,0,40,El-Salvador,0
30,K3,252752,R1,13,Q2,P4,M3,caucasian,Female,0,0,40,USA,0
20,K3,58222,R6,10,Q1,P3,M4,caucasian,Male,0,0,20,USA,0
28,,424884,R13,6,Q5,,M1,caucasian,Male,0,0,30,USA,0
45,K3,114459,R2,9,Q2,P7,M2,caucasian,Male,0,0,50,USA,1
19,,46400,R6,10,Q1,,M1,caucasian,Female,0,0,24,USA,0
42,K3,223934,R7,12,Q3,P2,M5,caucasian,Female,0,0,40,USA,0
34,K3,84119,R2,9,Q1,P7,M4,caucasian,Male,0,0,40,USA,0
31,K3,159123,R1,13,Q2,P4,M2,caucasian,Male,0,0,60,USA,1
23,K3,195532,R1,13,Q1,P2,M4,caucasian,Female,0,0,40,USA,0
50,K3,191299,R2,9,Q2,P7,M2,caucasian,Male,0,0,50,USA,0
40,K3,198316,R13,6,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
57,K3,162301,R2,9,Q3,P1,M1,caucasian,Female,0,0,45,USA,0
35,K3,143152,R6,10,Q2,P1,M3,caucasian,Female,3908,0,27,USA,0
24,K3,92609,R1,13,Q1,P2,M4,caucasian,Male,0,0,45,USA,0
27,K3,247819,R6,10,Q1,P1,M1,caucasian,Female,0,0,15,USA,0
27,K5,229223,R6,10,Q1,P12,M4,caucasian,Female,0,0,40,USA,1
45,K6,142719,R2,9,Q2,P6,M2,caucasian,Male,0,0,40,USA,0
80,K3,86111,R10,16,Q2,P4,M2,caucasian,Male,0,0,30,USA,0
23,K1,35633,R6,10,Q1,P5,M1,caucasian,Male,0,0,50,USA,0
46,K3,164749,R6,10,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
38,K3,607848,R1,13,Q2,P6,M2,caucasian,Male,0,0,40,USA,1
50,K3,173630,R2,9,Q3,P6,M1,caucasian,Male,0,0,60,USA,0
90,K3,311184,R1,13,Q2,P6,M2,caucasian,Male,0,0,20,,0
55,K3,49737,R6,10,Q2,P6,M2,caucasian,Male,0,0,50,USA,0
72,K3,183616,R2,9,Q2,P2,M3,caucasian,Female,0,0,50,England,0
65,K3,129426,R6,10,Q7,P1,M1,caucasian,Female,0,0,40,USA,0
37,K3,454915,R13,6,Q3,P7,M1,caucasian,Male,0,0,40,USA,0
39,K1,55568,R2,9,Q2,P1,M3,caucasian,Female,0,0,40,USA,0
38,K3,29874,R8,11,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
46,K3,393715,R6,10,Q2,P2,M2,caucasian,Male,15024,0,50,USA,1
50,K3,143953,R2,9,Q2,P6,M2,caucasian,Male,0,0,65,USA,1
54,K3,90363,R7,12,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
40,K3,53727,R4,14,Q1,P6,M1,caucasian,Male,0,0,50,USA,1
30,K3,130021,R9,4,Q2,P7,M2,caucasian,Male,2829,0,40,USA,0
50,K3,173630,R2,9,Q2,P9,M2,caucasian,Male,0,0,35,USA,0
28,K3,410351,R6,10,Q1,P7,M1,caucasian,Male,0,0,30,USA,0
34,K3,399386,R8,11,Q2,P7,M2,caucasian,Male,0,0,53,USA,0
55,K3,157932,R2,9,Q3,P3,M1,caucasian,Male,0,0,40,USA,0
20,K3,133061,R2,9,Q1,P3,M4,caucasian,Male,0,0,40,USA,0
19,,46400,R6,10,Q1,,M1,caucasian,Female,0,0,32,USA,0
21,K3,107895,R6,10,Q1,P1,M1,caucasian,Male,0,0,35,USA,0
39,K3,63021,R6,10,Q3,P5,M1,caucasian,Female,0,0,20,USA,0
43,K3,186144,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,1
33,K5,27959,R2,9,Q1,P5,M5,american,Male,0,0,40,USA,0
26,K3,179569,R6,10,Q1,P1,M1,caucasian,Female,0,0,40,USA,0
45,K1,101299,R10,16,Q2,P4,M2,caucasian,Male,0,0,40,USA,1
31,K1,113129,R6,10,Q1,P5,M4,caucasian,Female,0,0,65,USA,0
32,K3,316470,R12,3,Q2,P7,M2,caucasian,Male,0,0,60,Mexico,0
60,K2,89884,R2,9,Q2,P6,M2,caucasian,Male,0,0,50,USA,0
41,K3,32121,R2,9,Q2,P10,M2,caucasian,Male,0,0,40,USA,1
21,K3,315303,R6,10,Q1,P5,M4,black,Male,0,0,20,USA,0
27,K3,254500,R6,10,Q3,P1,M5,black,Female,0,0,36,USA,0
33,K3,419895,R12,3,Q3,P3,M5,caucasian,Male,0,0,40,Mexico,0
43,K3,159549,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
27,K3,160786,R3,7,Q2,P7,M2,caucasian,Male,0,1902,40,USA,1
18,K2,258474,R13,6,Q1,P9,M4,caucasian,Male,0,0,40,USA,0
48,K2,370119,R6,10,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
